#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
# jac2dat - Convert .jac/.jca files to various data formats
# jac2dat v1.04 (2020-07-18)
# Perl v5.30.1
# Current time: 2020-07-18 17:45:34
#
# Jaewoong Jang
# jangj@korea.ac.kr
#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

#---------------------------------------------------------------------
# Gamma-ray detector
#---------------------------------------------------------------------
# Detector ID:    det01
# Detector model: GEM (manufacturer: ORTEC, distributor: Seiko EG&G)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Calibration functions
#---------------------------------------------------------------------
# Energy calibration date: 2018-04-19 14:19:21
# Energy (keV)   = 6.942824e-001 + 4.994878e-001*$ch + 6.919887e-008*$ch**2
# Peak FWHM (ch) = 2.076851e+000 + 8.814739e-003*sqrt($nrg) + 1.204853e-003*$nrg
#
# Efficiency calibration date: 2018-04-19 14:22:21
# Efficiency expression: fitted
# det_eff_knee: 180 keV
# det_eff_bef_knee (cnt/gam)  = exp(-3.824022e+001 + 1.427534e+001*ln($nrg) - 1.452642e+000*ln($nrg)**2)
# det_eff_from_knee (cnt/gam) = exp(1.470955e+000 - 1.018902e+000*ln($nrg) + 1.995309e-002*ln($nrg)**2)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Time information
#---------------------------------------------------------------------
# Live time (duration): 1200 s
# Real time (duration): 1209 s
# Acquired time:        2019-01-17 11:15:30
#---------------------------------------------------------------------

#-----------------------------------------------------------------------------------------------------------------------------------------------
# Channel | Gamma energy | Peak FWHM | Peak efficiency | Count       | Count per second or "cps" | Gamma           | Gamma per second or "gps"
# (ch)    | (keV)        | (ch)      | (cnt gam^{-1})  | (cnt)       | (cnt sec^{-1})            | (gam)           | (gam sec^{-1})           
#-----------------------------------------------------------------------------------------------------------------------------------------------
3388        1693.7532511   4.4803473      0.0067286890          0.00                     0.00000           0.00000                     0.00000
3389        1694.2532078   4.4810032      0.0067272550          0.00                     0.00000           0.00000                     0.00000
3390        1694.7531647   4.4816591      0.0067258217          0.00                     0.00000           0.00000                     0.00000
3391        1695.2531218   4.4823150      0.0067243891          0.00                     0.00000           0.00000                     0.00000
3392        1695.7530789   4.4829709      0.0067229574          0.00                     0.00000           0.00000                     0.00000
3393        1696.2530363   4.4836268      0.0067215263          0.00                     0.00000           0.00000                     0.00000
3394        1696.7529937   4.4842827      0.0067200960          0.00                     0.00000           0.00000                     0.00000
3395        1697.2529513   4.4849385      0.0067186665          0.00                     0.00000           0.00000                     0.00000
3396        1697.7529090   4.4855944      0.0067172377          0.00                     0.00000           0.00000                     0.00000
3397        1698.2528669   4.4862503      0.0067158096          0.00                     0.00000           0.00000                     0.00000
3398        1698.7528249   4.4869061      0.0067143823          0.00                     0.00000           0.00000                     0.00000
3399        1699.2527831   4.4875619      0.0067129558          0.00                     0.00000           0.00000                     0.00000
3400        1699.7527413   4.4882178      0.0067115299          0.00                     0.00000           0.00000                     0.00000
3401        1700.2526998   4.4888736      0.0067101049          0.00                     0.00000           0.00000                     0.00000
3402        1700.7526583   4.4895294      0.0067086806          0.00                     0.00000           0.00000                     0.00000
3403        1701.2526170   4.4901852      0.0067072570          0.00                     0.00000           0.00000                     0.00000
3404        1701.7525759   4.4908410      0.0067058341          0.00                     0.00000           0.00000                     0.00000
3405        1702.2525348   4.4914968      0.0067044120          0.00                     0.00000           0.00000                     0.00000
3406        1702.7524939   4.4921526      0.0067029907        433.82                     0.36152       64720.36443                    53.93364
